일자,총자외선지수 일최고값,
2024-03-12,4.30,
2024-03-13,6.00,
2024-03-14,5.90,
2024-03-15,5.50,
2024-03-16,6.10,
2024-03-17,5.70,
2024-03-18,6.00,
2024-03-19,3.20,
2024-03-20,5.70,
2024-03-21,8.50,
2024-03-22,5.60,
2024-03-23,6.70,
2024-03-24,7.20,
2024-03-25,3.10,
2024-03-26,7.20,
2024-03-27,5.30,
2024-03-28,2.70,
2024-03-29,3.70,
2024-03-30,6.10,
2024-03-31,8.80,
2024-04-01,7.20,
2024-04-02,6.90,
2024-04-03,3.70,
2024-04-04,6.70,
2024-04-05,,
2024-04-06,,
2024-04-07,,
2024-04-08,,
2024-04-09,,
2024-04-10,,
2024-04-11,,
2024-04-12,,
2024-04-13,,
2024-04-14,,
2024-04-15,,
2024-04-16,,
2024-04-17,,
2024-04-18,,
2024-04-19,,
2024-04-20,,
2024-04-21,,
2024-04-22,,
2024-04-23,,
2024-04-24,,
2024-04-25,,
2024-04-26,7.00,
2024-04-27,8.20,
2024-04-28,8.40,
2024-04-29,8.30,
2024-04-30,7.10,
2024-05-01,8.10,
2024-05-02,8.00,
2024-05-03,8.10,
2024-05-04,7.90,
2024-05-05,1.90,
2024-05-06,2.30,
2024-05-07,2.90,
2024-05-08,9.10,
2024-05-09,7.70,
2024-05-10,8.00,
2024-05-11,4.90,
2024-05-12,8.90,
2024-05-13,8.90,
2024-05-14,8.90,
2024-05-15,5.10,
2024-05-16,9.20,
2024-05-17,10.10,
2024-05-18,11.50,
2024-05-19,8.60,
2024-05-20,5.70,
2024-05-21,9.00,
2024-05-22,8.50,
2024-05-23,8.60,
2024-05-24,7.80,
2024-05-25,8.00,
2024-05-26,6.00,
2024-05-27,9.00,
2024-05-28,9.80,
2024-05-29,8.40,
2024-05-30,6.10,
2024-05-31,9.50,
2024-06-01,12.30,
2024-06-02,9.40,
2024-06-03,9.40,
2024-06-04,9.10,
2024-06-05,7.50,
2024-06-06,7.80,
2024-06-07,6.70,
2024-06-08,6.10,
2024-06-09,8.10,
2024-06-10,7.40,
2024-06-11,8.20,
2024-06-12,8.70,
2024-06-13,8.60,
2024-06-14,10.60,
2024-06-15,6.60,
2024-06-16,9.10,
2024-06-17,8.70,
2024-06-18,8.40,
2024-06-19,8.20,
2024-06-20,8.10,
2024-06-21,8.30,
2024-06-22,3.10,
2024-06-23,9.10,
2024-06-24,7.60,
2024-06-25,9.00,
2024-06-26,8.00,
2024-06-27,8.30,
2024-06-28,8.60,
2024-06-29,9.00,
2024-06-30,2.10,
2024-07-01,8.80,
2024-07-02,1.50,
2024-07-03,5.70,
2024-07-04,9.70,
2024-07-05,6.30,
2024-07-06,4.80,
2024-07-07,7.40,
2024-07-08,3.20,
2024-07-09,4.50,
2024-07-10,9.50,
2024-07-11,8.00,
2024-07-12,5.80,
2024-07-13,7.00,
2024-07-14,,
2024-07-15,8.50,
2024-07-16,7.80,
2024-07-17,6.10,
2024-07-18,2.10,
2024-07-19,8.10,
2024-07-20,,
2024-07-21,,
2024-07-22,4.50,
2024-07-23,4.40,
2024-07-24,8.30,
2024-07-25,8.00,
2024-07-26,8.90,
2024-07-27,8.90,
2024-07-28,7.50,
2024-07-29,1.20,
2024-07-30,8.20,
2024-07-31,7.90,
2024-08-01,8.50,
2024-08-02,7.10,
2024-08-03,8.40,
2024-08-04,8.60,
2024-08-05,5.80,
2024-08-06,9.40,
2024-08-07,8.70,
2024-08-08,5.00,
2024-08-09,7.10,
2024-08-10,8.10,
2024-08-11,7.70,
2024-08-12,7.40,
2024-08-13,7.40,
2024-08-14,6.60,
2024-08-15,7.50,
2024-08-16,8.40,
2024-08-17,7.60,
2024-08-18,8.80,
2024-08-19,8.70,
2024-08-20,8.00,
2024-08-21,3.30,
2024-08-22,5.30,
2024-08-23,7.20,
2024-08-24,5.10,
2024-08-25,6.70,
2024-08-26,4.60,
2024-08-27,5.40,
2024-08-28,8.30,
2024-08-29,8.40,
2024-08-30,8.40,
2024-08-31,7.80,
2024-09-01,8.00,
2024-09-02,3.40,
2024-09-03,8.00,
2024-09-04,7.90,
2024-09-05,4.30,
2024-09-06,2.80,
2024-09-07,7.50,
2024-09-08,7.80,
2024-09-09,7.00,
2024-09-10,6.90,
2024-09-11,6.90,
2024-09-12,3.40,
2024-09-13,4.60,
2024-09-14,7.20,
2024-09-15,7.80,
2024-09-16,7.70,
2024-09-17,8.00,
2024-09-18,7.20,
2024-09-19,6.90,
2024-09-20,3.90,
2024-09-21,5.40,
2024-09-22,8.20,
2024-09-23,10.30,
2024-09-24,7.20,
2024-09-25,7.00,
2024-09-26,5.40,
2024-09-27,7.00,
2024-09-28,7.30,
2024-09-29,7.00,
2024-09-30,6.70,
2024-10-01,4.10,
2024-10-02,6.80,
2024-10-03,6.80,
2024-10-04,6.50,
2024-10-05,6.40,
2024-10-06,1.90,
2024-10-07,4.60,
2024-10-08,6.10,
2024-10-09,6.60,
2024-10-10,5.60,
2024-10-11,5.40,
2024-10-12,5.90,
2024-10-13,5.10,
2024-10-14,2.70,
2024-10-15,2.80,
2024-10-16,5.70,
2024-10-17,5.30,
2024-10-18,1.30,
2024-10-19,4.90,
2024-10-20,5.70,
2024-10-21,4.40,
2024-10-22,1.30,
2024-10-23,5.20,
2024-10-24,5.20,
2024-10-25,5.30,
2024-10-26,5.30,
2024-10-27,3.40,
2024-10-28,5.10,
2024-10-29,3.10,
2024-10-30,4.80,
2024-10-31,4.90,
2024-11-01,2.70,
2024-11-02,5.00,
2024-11-03,4.80,
2024-11-04,4.80,
2024-11-05,4.60,
2024-11-06,4.60,
2024-11-07,4.40,
2024-11-08,4.40,
2024-11-09,4.50,
2024-11-10,4.60,
2024-11-11,4.20,
2024-11-12,4.30,
2024-11-13,4.20,
2024-11-14,2.20,
2024-11-15,4.70,
2024-11-16,4.10,
2024-11-17,3.80,
2024-11-18,4.20,
2024-11-19,4.30,
2024-11-20,3.10,
2024-11-21,3.20,
2024-11-22,4.00,
2024-11-23,4.00,
2024-11-24,3.80,
2024-11-25,3.90,
2024-11-26,3.50,
2024-11-27,1.60,
2024-11-28,3.90,
2024-11-29,3.80,
2024-11-30,3.60,
2024-12-01,3.20,
2024-12-02,2.10,
2024-12-03,3.80,
2024-12-04,3.60,
2024-12-05,3.60,
2024-12-06,3.70,
2024-12-07,3.60,
2024-12-08,3.60,
2024-12-09,3.30,
2024-12-10,3.30,
2024-12-11,3.20,
2024-12-12,3.40,
2024-12-13,2.60,
2024-12-14,3.40,
2024-12-15,3.50,
2024-12-16,2.90,
2024-12-17,3.00,
2024-12-18,3.40,
2024-12-19,3.20,
2024-12-20,3.10,
2024-12-21,2.20,
2024-12-22,3.60,
2024-12-23,3.30,
2024-12-24,3.40,
2024-12-25,2.90,
2024-12-26,3.50,
2024-12-27,3.30,
2024-12-28,3.50,
2024-12-29,3.50,
2024-12-30,3.00,
2024-12-31,3.50,
