연월,지역,연료유형,용도,등록대수
2017.07,서울,경유,사업용,71295
2017.07,서울,경유,비사업용,1056777
2017.07,계,휘발유,사업용,223877
2017.07,계,휘발유,비사업용,10050442
2017.07,제주,휘발유,사업용,40000
2017.07,제주,휘발유,비사업용,160407
2017.07,경남,휘발유,사업용,11901
2017.07,경남,휘발유,비사업용,760543
2017.07,경북,휘발유,사업용,1473
2017.07,경북,휘발유,비사업용,591549
2017.07,전북,휘발유,사업용,2273
2017.07,전남,휘발유,사업용,27578
2017.07,계,전기,사업용,3471
2017.07,계,전기,비사업용,13632
2017.08,인천,전기,비사업용,375
2017.08,대구,전기,사업용,60
2017.08,대구,전기,비사업용,1300
2017.08,부산,전기,사업용,12
2017.08,부산,전기,비사업용,530
2017.08,서울,전기,사업용,1352
2017.08,서울,전기,비사업용,1542
2017.08,계,경유,사업용,673053
2017.08,계,경유,비사업용,8772465
2017.08,제주,경유,사업용,49723
2017.08,제주,경유,비사업용,160248
2017.08,경남,경유,사업용,43173
2017.08,경남,경유,비사업용,666238
2017.08,경북,경유,사업용,28358
2017.08,경북,경유,비사업용,603195
2017.08,전남,경유,사업용,57455
2017.08,전남,경유,비사업용,435432
2017.08,전북,경유,사업용,20708
2017.08,전북,경유,비사업용,397558
2017.08,충남,경유,사업용,23315
2017.08,충남,경유,비사업용,468036
2017.08,충북,경유,사업용,17873
2017.08,충북,경유,비사업용,340838
2017.08,인천,전기,사업용,6
2017.08,강원,경유,사업용,12325
2017.08,광주,전기,비사업용,368
2017.08,대전,전기,비사업용,222
2017.08,제주,전기,사업용,2177
2017.08,제주,전기,비사업용,5710
2017.08,경남,전기,사업용,11
2017.08,경남,전기,비사업용,837
2017.08,경북,전기,사업용,5
2017.08,경북,전기,비사업용,480
2017.08,전남,전기,사업용,31
2017.08,전남,전기,비사업용,703
2017.08,전북,전기,사업용,
2017.08,전북,전기,비사업용,198
2017.08,충남,전기,사업용,
2017.08,충남,전기,비사업용,222
2017.08,충북,전기,사업용,
2017.08,충북,전기,비사업용,140
2017.08,강원,전기,사업용,19
2017.08,강원,전기,비사업용,313
2017.08,경기,전기,사업용,52
2017.08,경기,전기,비사업용,1470
2017.08,세종,전기,사업용,
2017.08,세종,전기,비사업용,56
2017.08,울산,전기,사업용,
2017.08,울산,전기,비사업용,212
2017.08,대전,전기,사업용,4
2017.08,광주,전기,사업용,28
2017.08,계,전기,비사업용,14678
2017.08,강원,경유,비사업용,337894
2017.08,경기,경유,비사업용,2112517
2017.08,전북,휘발유,비사업용,353518
2017.08,충남,휘발유,사업용,1893
2017.08,충남,휘발유,비사업용,446672
2017.08,충북,휘발유,사업용,1301
2017.08,충북,휘발유,비사업용,334952
2017.08,강원,휘발유,사업용,1073
2017.08,강원,휘발유,비사업용,310409
2017.08,경기,휘발유,사업용,11956
2017.08,경기,휘발유,비사업용,2505794
2017.08,세종,휘발유,사업용,40
2017.08,세종,휘발유,비사업용,60935
2017.08,울산,휘발유,사업용,1149
2017.08,울산,휘발유,비사업용,272517
2017.08,대전,휘발유,사업용,1237
2017.08,대전,휘발유,비사업용,318671
2017.08,광주,휘발유,사업용,1415
2017.08,광주,휘발유,비사업용,283477
2017.08,인천,휘발유,사업용,94739
2017.08,인천,휘발유,비사업용,570125
2017.08,대구,휘발유,사업용,1711
2017.08,대구,휘발유,비사업용,548319
2017.08,부산,휘발유,사업용,5480
2017.08,부산,휘발유,비사업용,627016
2017.08,전북,휘발유,사업용,2284
2017.08,경기,경유,사업용,134156
2017.08,전남,휘발유,비사업용,332600
2017.08,경북,휘발유,비사업용,592359
2017.08,세종,경유,사업용,1753
2017.08,세종,경유,비사업용,48017
2017.08,울산,경유,사업용,9998
2017.08,울산,경유,비사업용,210619
2017.08,대전,경유,사업용,13220
2017.08,대전,경유,비사업용,238245
2017.08,광주,경유,사업용,14842
2017.08,광주,경유,비사업용,244408
2017.08,인천,경유,사업용,114755
2017.08,인천,경유,비사업용,527419
2017.08,대구,경유,사업용,23332
2017.08,대구,경유,비사업용,430926
2017.08,부산,경유,사업용,36377
2017.08,부산,경유,비사업용,492012
2017.08,서울,경유,사업용,71690
2017.08,서울,경유,비사업용,1058863
2017.08,계,휘발유,사업용,226550
2017.08,계,휘발유,비사업용,10063155
2017.08,제주,휘발유,사업용,40861
2017.08,제주,휘발유,비사업용,160604
2017.08,경남,휘발유,사업용,11909
2017.08,경남,휘발유,비사업용,760980
2017.08,경북,휘발유,사업용,1460
2017.08,전남,휘발유,사업용,28339
2017.08,서울,휘발유,사업용,19703
2017.08,계,전기,사업용,3757
2017.08,서울,휘발유,비사업용,1584207
2017.09,인천,전기,사업용,6
2017.09,인천,전기,비사업용,429
2017.09,대구,전기,사업용,63
2017.09,대구,전기,비사업용,1391
2017.09,부산,전기,사업용,13
2017.09,부산,전기,비사업용,616
2017.09,서울,전기,사업용,1845
2017.09,서울,전기,비사업용,1685
2017.09,계,경유,사업용,676973
2017.09,계,경유,비사업용,8811031
2017.09,제주,경유,사업용,51028
2017.09,제주,경유,비사업용,160849
2017.09,경남,경유,사업용,43221
2017.09,경남,경유,비사업용,668466
2017.09,경북,경유,사업용,28429
2017.09,경북,경유,비사업용,605810
2017.09,전남,경유,사업용,57622
2017.09,전남,경유,비사업용,437125
2017.09,전북,경유,사업용,20935
2017.09,전북,경유,비사업용,399220
2017.09,충남,경유,사업용,23423
2017.09,충남,경유,비사업용,470131
2017.09,충북,경유,사업용,17936
2017.09,광주,전기,비사업용,395
2017.09,충북,경유,비사업용,342568
2017.09,광주,전기,사업용,28
2017.09,대전,전기,사업용,4
2017.09,계,전기,비사업용,16045
2017.09,제주,전기,사업용,2217
2017.09,제주,전기,비사업용,6064
2017.09,경남,전기,사업용,11
2017.09,경남,전기,비사업용,882
2017.09,경북,전기,사업용,5
2017.09,경북,전기,비사업용,570
2017.09,전남,전기,사업용,27
2017.09,전남,전기,비사업용,783
2017.09,전북,전기,사업용,
2017.09,전북,전기,비사업용,232
2017.09,충남,전기,사업용,
2017.09,충남,전기,비사업용,269
2017.09,충북,전기,사업용,
2017.09,충북,전기,비사업용,168
2017.09,강원,전기,사업용,17
2017.09,강원,전기,비사업용,361
2017.09,경기,전기,사업용,55
2017.09,경기,전기,비사업용,1659
2017.09,세종,전기,사업용,
2017.09,세종,전기,비사업용,69
2017.09,울산,전기,사업용,
2017.09,울산,전기,비사업용,223
2017.09,대전,전기,비사업용,249
2017.09,서울,휘발유,사업용,19465
2017.09,부산,휘발유,비사업용,627493
2017.09,경기,경유,사업용,134462
2017.09,전북,휘발유,사업용,2508
2017.09,전북,휘발유,비사업용,354164
2017.09,충남,휘발유,사업용,1900
2017.09,충남,휘발유,비사업용,448204
2017.09,충북,휘발유,사업용,1301
2017.09,충북,휘발유,비사업용,335767
2017.09,강원,휘발유,사업용,1126
2017.09,강원,휘발유,비사업용,311255
2017.09,경기,휘발유,사업용,12297
2017.09,경기,휘발유,비사업용,2516516
2017.09,세종,휘발유,사업용,43
2017.09,세종,휘발유,비사업용,61582
2017.09,울산,휘발유,사업용,1141
2017.09,울산,휘발유,비사업용,272998
2017.09,대전,휘발유,사업용,1240
2017.09,대전,휘발유,비사업용,318888
2017.09,광주,휘발유,사업용,1425
2017.09,광주,휘발유,비사업용,283966
2017.09,인천,휘발유,사업용,95304
2017.09,인천,휘발유,비사업용,571585
2017.09,대구,휘발유,사업용,1699
2017.09,대구,휘발유,비사업용,548533
2017.09,부산,휘발유,사업용,6069
2017.09,전남,휘발유,비사업용,333379
2017.09,강원,경유,비사업용,339275
2017.09,전남,휘발유,사업용,28722
2017.09,경북,휘발유,사업용,1469
2017.09,경기,경유,비사업용,2125501
2017.09,세종,경유,사업용,1760
2017.09,세종,경유,비사업용,48606
2017.09,울산,경유,사업용,9978
2017.09,울산,경유,비사업용,211086
2017.09,대전,경유,사업용,13208
2017.09,대전,경유,비사업용,239289
2017.09,광주,경유,사업용,14843
2017.09,광주,경유,비사업용,245438
2017.09,인천,경유,사업용,115816
2017.09,인천,경유,비사업용,530386
2017.09,대구,경유,사업용,23338
2017.09,대구,경유,비사업용,432477
2017.09,부산,경유,사업용,37004
2017.09,부산,경유,비사업용,494134
2017.09,서울,경유,사업용,71614
2017.09,서울,경유,비사업용,1060670
2017.09,계,휘발유,사업용,229468
2017.09,계,휘발유,비사업용,10085295
2017.09,제주,휘발유,사업용,41837
2017.09,제주,휘발유,비사업용,160817
2017.09,경남,휘발유,사업용,11922
2017.09,경남,휘발유,비사업용,762036
2017.09,경북,휘발유,비사업용,593791
2017.09,강원,경유,사업용,12356
2017.09,서울,휘발유,비사업용,1584321
2017.09,계,전기,사업용,4291
2017.10,서울,휘발유,사업용,19184
2017.10,경북,휘발유,사업용,1469
2017.10,경남,휘발유,비사업용,763298
2017.10,경남,휘발유,사업용,11853
2017.10,제주,휘발유,비사업용,161040
2017.10,제주,휘발유,사업용,42367
2017.10,계,휘발유,비사업용,10100336
2017.10,계,휘발유,사업용,231333
2017.10,서울,경유,비사업용,1061400
2017.10,서울,경유,사업용,71542
2017.10,부산,경유,비사업용,494598
2017.10,부산,경유,사업용,37352
2017.10,대구,경유,비사업용,433381
2017.10,대구,경유,사업용,23327
2017.10,인천,경유,비사업용,532218
2017.10,인천,경유,사업용,116794
2017.10,광주,경유,비사업용,245960
2017.10,광주,경유,사업용,14886
2017.10,대전,경유,비사업용,239654
2017.10,대전,경유,사업용,13202
2017.10,울산,경유,비사업용,211305
2017.10,울산,경유,사업용,9989
2017.10,세종,경유,비사업용,49063
2017.10,세종,경유,사업용,1763
2017.10,전남,휘발유,사업용,28853
2017.10,전남,휘발유,비사업용,333906
2017.10,전북,휘발유,사업용,2567
2017.10,전북,휘발유,비사업용,354529
2017.10,서울,휘발유,비사업용,1584156
2017.10,부산,휘발유,비사업용,627447
2017.10,부산,휘발유,사업용,6491
2017.10,대구,휘발유,비사업용,548535
2017.10,대구,휘발유,사업용,1705
2017.10,인천,휘발유,비사업용,572782
2017.10,인천,휘발유,사업용,96232
2017.10,광주,휘발유,비사업용,284171
2017.10,광주,휘발유,사업용,1430
2017.10,대전,휘발유,비사업용,318963
2017.10,대전,휘발유,사업용,1235
2017.10,울산,휘발유,비사업용,273472
2017.10,울산,휘발유,사업용,1143
2017.10,세종,휘발유,비사업용,62285
2017.10,세종,휘발유,사업용,43
2017.10,경기,휘발유,비사업용,2523333
2017.10,경기,휘발유,사업용,12405
2017.10,강원,휘발유,비사업용,311815
2017.10,강원,휘발유,사업용,1174
2017.10,충북,휘발유,비사업용,336455
2017.10,충북,휘발유,사업용,1302
2017.10,충남,휘발유,비사업용,449320
2017.10,충남,휘발유,사업용,1880
2017.10,경기,경유,비사업용,2132959
2017.10,경기,경유,사업용,134572
2017.10,경북,휘발유,비사업용,594829
2017.10,강원,경유,사업용,12337
2017.10,울산,전기,비사업용,228
2017.10,울산,전기,사업용,
2017.10,세종,전기,비사업용,70
2017.10,세종,전기,사업용,
2017.10,경기,전기,비사업용,1758
2017.10,경기,전기,사업용,55
2017.10,강원,전기,비사업용,375
2017.10,강원,전기,사업용,17
2017.10,충북,전기,비사업용,188
2017.10,충북,전기,사업용,
2017.10,충남,전기,비사업용,287
2017.10,대전,전기,사업용,4
2017.10,충남,전기,사업용,
2017.10,전북,전기,사업용,
2017.10,전남,전기,비사업용,826
2017.10,전남,전기,사업용,27
2017.10,경북,전기,비사업용,613
2017.10,경북,전기,사업용,5
2017.10,경남,전기,비사업용,906
2017.10,경남,전기,사업용,11
2017.10,제주,전기,비사업용,6245
2017.10,제주,전기,사업용,2276
2017.10,강원,경유,비사업용,340250
2017.10,계,전기,사업용,4627
2017.10,전북,전기,비사업용,242
2017.10,대전,전기,비사업용,254
2017.10,계,전기,비사업용,16749
2017.10,광주,전기,비사업용,399
2017.10,광주,전기,사업용,28
2017.10,충북,경유,사업용,17945
2017.10,충남,경유,비사업용,471400
2017.10,충남,경유,사업용,23422
2017.10,전북,경유,비사업용,399863
2017.10,전북,경유,사업용,20962
2017.10,전남,경유,비사업용,438244
2017.10,전남,경유,사업용,57945
2017.10,경북,경유,비사업용,607286
2017.10,경북,경유,사업용,28425
2017.10,경남,경유,비사업용,670119
2017.10,경남,경유,사업용,43192
2017.10,충북,경유,비사업용,343494
2017.10,제주,경유,사업용,51566
2017.10,계,경유,비사업용,8832473
2017.10,계,경유,사업용,679221
2017.10,서울,전기,비사업용,1790
2017.10,서울,전기,사업용,2118
2017.10,부산,전기,비사업용,647
2017.10,부산,전기,사업용,13
2017.10,대구,전기,비사업용,1461
2017.10,대구,전기,사업용,65
2017.10,인천,전기,비사업용,460
2017.10,인천,전기,사업용,8
2017.10,제주,경유,비사업용,161279
2017.11,서울,전기,비사업용,1930
2017.11,서울,전기,사업용,2349
2017.11,부산,전기,비사업용,728
2017.11,부산,전기,사업용,13
2017.11,광주,전기,비사업용,433
2017.11,대구,전기,사업용,73
2017.11,인천,전기,비사업용,506
2017.11,인천,전기,사업용,7
2017.11,계,경유,사업용,683246
2017.11,대구,전기,비사업용,1632
2017.11,충남,경유,비사업용,473315
2017.11,경북,경유,사업용,28363
2017.11,제주,경유,사업용,52388
2017.11,제주,경유,비사업용,161848
2017.11,경남,경유,사업용,43212
2017.11,경남,경유,비사업용,672522
2017.11,경북,경유,비사업용,609284
2017.11,전남,경유,사업용,58649
2017.11,전남,경유,비사업용,439816
2017.11,전북,경유,사업용,21083
2017.11,전북,경유,비사업용,400960
2017.11,충남,경유,사업용,23431
2017.11,광주,전기,사업용,28
2017.11,계,경유,비사업용,8866086
2017.11,대전,전기,비사업용,268
2017.11,충남,전기,사업용,
2017.11,울산,전기,비사업용,287
2017.11,충북,경유,사업용,17935
2017.11,계,전기,사업용,4936
2017.11,계,전기,비사업용,18180
2017.11,제주,전기,사업용,2305
2017.11,제주,전기,비사업용,6531
2017.11,경남,전기,사업용,43
2017.11,경남,전기,비사업용,944
2017.11,경북,전기,사업용,5
2017.11,경북,전기,비사업용,678
2017.11,전남,전기,사업용,27
2017.11,전남,전기,비사업용,865
2017.11,전북,전기,사업용,
2017.11,전북,전기,비사업용,308
2017.11,충남,전기,비사업용,312
2017.11,충북,전기,사업용,
2017.11,충북,전기,비사업용,254
2017.11,강원,전기,사업용,17
2017.11,강원,전기,비사업용,421
2017.11,경기,전기,사업용,55
2017.11,경기,전기,비사업용,2004
2017.11,세종,전기,사업용,
2017.11,세종,전기,비사업용,79
2017.11,울산,전기,사업용,
2017.11,대전,전기,사업용,14
2017.11,충북,경유,비사업용,344664
2017.11,부산,휘발유,비사업용,628167
2017.11,강원,경유,비사업용,341465
